http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rasheeda/rm_bside/georgia.rsh.txt|n't|'|[|]|ai|'em|go|like|Chorus|got|know|tryin|get|gon|need|nigga|ta|taste|tongue|want|
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/sole/rm_bside/we_aint.sol.txt|n't|?|ai|[|]|'|fessin|'ll|ca|dede|good|one|Alias|Da|Sole|(|)|...|choice|dollar|
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/sole/rm_bside/elpee.sol.txt|n't|know|like|got|'re|na|emcee|'cause|?|'|'d|'ll|Yo|Sole|battle|get|man|record|wan|'m|
