URL	LINE	DELETE OR NOT	
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/l_aftr_d/fuck_you.big.txt	chorus repeat to fade with variations		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/l_aftr_d/hypno.big.txt	chorus sung in imitation of part of slick rick's la-di-da-di		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/l_aftr_d/kissgood.big.txt	chorus sung by notorious big 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/l_aftr_d/thugs.big.txt	chorus intro 3 intro 2		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/l_aftr_d/thugs.big.txt	chorus intro 3 intro 2 intro 3 intro 2		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/roots/organix/common.rts.txt	chorus w/ variations to end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lostboyz/legal/rich_rmx.lbz.txt	chorus lifestyles of the rich		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/chapter2/landlost.666.txt	<<chorus x2>>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/chapter2/landlost.666.txt	 <<chorus x2>>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/hyp_camp/drive_by.666.txt	pat starts talking over chorus til end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/hyp_camp/dsuckinh.666.txt	real shit bring the chorus back		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/mystic/nothin.666.txt	any one wanna ride i'll be singin' this chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/mystic/yo_rep.666.txt	chorus  nigga live by yo rep cause we ain't takin shit		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/the_end/last_man.666.txt	chorus  you don't know me		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/the_end/shakin.666.txt	chorus  triple triple fuckin 6 in ya face gotcha shakin		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/when_the/whatcha.666.txt	chorus dj paul & big gipp  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/when_the/whatcha.666.txt	chorus dj paul & big gipp  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/when_the/whatcha.666.txt	chorus dj paul & big gipp  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/threesix/yo_rep/yo_rep.666.txt	chorus  bonelive by yo rep cause we know you bound to slip		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/3Xdope/original/straight.3xd.txt	cruisin right along on the song to the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/magootim/tims_bio/knwabout.tmb.txt	chorus timbaland and babe blue 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tooshort/cantstay/how_does.tss.txt	chorus d' wayne wiggins		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tooshort/younasty/recognze.tss.txt	chorus too $hort + chyna white		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/trickdad/based_on/ho_but.tdd.txt	chorus with variation untill the end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/trickdad/based_on/theydont.tdd.txt	singing portion of the chorus repeated untill fade		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/trickdad/bookthug/again.tdd.txt	chorus comes back on to repeat 2x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/trickdad/bookthug/tryin_to.tdd.txt	chorus comes back in till fade		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/trickdad/bookthug/walkin.tdd.txt	trick daddy ends repeating parts of verses and chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/trickdad/demand/tonight.tdd.txt	and it'll be over before the chorus come back on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tru/tru2game/gangstas.tru.txt	chorus gangstas make the world go round gangstas make the world		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tru/tru2game/sm_green.tru.txt	chorus 1 2 3 niggaz blowin dank in my cadillac 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tru/crimefam/stayreal.tru.txt	chorus silkk and skull duggery		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tru/tru2game/sw_nigga.tru.txt	chorus swamp nigga  swamp nigga  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tru/tru2game/torcher.tru.txt	chorus  i ain't scared to die		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/twiztid/cryptic3/2ndremix.twi.txt	take the chorus second hand smoke when you breathe		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/twiztid/mosttast/second.twi.txt	leavin ya hangin in the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/twiztid/mosttast/second.twi.txt	check the chorus second hand smoke when you bleed		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/unlv/uptown/jazzy.nlv.txt	but after the chorus won't ya brag for a bitch		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/uglyduck/journey/friday.ugl.txt	hey save it for the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/wc_maad/shadiest/clownin.wcm.txt	chorus with ad libs 'til end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/wc_maad/curbserv/inatwist.wcm.txt	so peep the next verse but first the chorus of song goes		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/frprince/hesthedj/herewego.jfr.txt	chorus line bass drum snare drum bassline		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/willie_d/witcha/recipe_4.wld.txt	check out the motherfucking chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/wu_tang/forever/heaterz.wtg.txt	brute force bullethole straight through your chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/wyclef/eclef/k_rogers.fge.txt	chorus two kenny rogers + wyclef		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/x_raided/psycho/shootin.xrd.txt	chorus  cuz i'll shoot your punk ass in a minute		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/yaggfu/action/slappin.ygf.txt	mr spin the broken reigner and my man from over the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/reggae/who_you.ynk.txt	chorus reign and yankee b    		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/reggae/who_you.ynk.txt	chorus reign and big punisher    		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/reggae/who_you.ynk.txt	chorus reign & yankee b		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/reggae/who_you.ynk.txt	chorus reign & big punisher		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/reggae/who_you.ynk.txt	chorus reign & yankee b		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/yo_yo/blkpearl/blkpearl.yyo.txt	hum the chorus to this song		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/yngbleed/my_balls/youdodat.yng.txt	chorus young bleed master p		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/yngbleed/my_balls/youdodat.yng.txt	chorus young bleed master p		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/yngbleed/my_balls/youdodat.yng.txt	chorus young bleed master p		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/young_mc/flavor/wecando.ymc.txt	my chorus line a rental cause i have a pink slip		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/yukmouth/godzilla/iwantya.yuk.txt	let my nigga aaron sing the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/zion_i/heroesin/faint_of.zio.txt	hold me close the way a chorus zone be		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/40_thevz/honor/allwanna.40t.txt	chorus repeat 2x malika ps		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/40_thevz/honor/wanna_ps.40t.txt	chorus repeat 2x  malika ps		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/504_boyz/goodfell/souljas.504.txt	chorus til' song ends		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/9_prince/new_york/wsupreme.9th.txt	the lyrics or the chorus i bum rush like boris zhukov		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/akrobatk/balance/alwaysbt.akr.txt	 (yeah and yo are reversed in the chorus]		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/al_tariq/god_conn/thinknot.alt.txt	chorus al' and peeps		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/al_tariq/god_conn/thinknot.alt.txt	chorus al' and peeps		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/al_tariq/god_conn/thinknot.alt.txt	chorus al' and peeps		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/alias/lk_glass/gettbyv2.als.txt	of the song before the chorus to drive across my point		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/alias/lk_glass/gettbyv2.als.txt	of the song before the chorus to drive across my point		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/angie_m/personal/noplayaz.ang.txt	chorus angie and lil' mo 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rap_comp/prisons/outasite.nmp.txt	chorus apani b fly emcee + life 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/babybash/s_nephew/early_in.bsh.txt	repeat chorus 1 & 2		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/babybash/super_sa/thatwhat.bsh.txt	chorus suga free & kat williams		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/babybash/super_sa/trees.bsh.txt	chorus baby bash & angel dust		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/beelow/billions/swang.bee.txt	chorus 2 repeat until fade		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/benzino/project/gangster.ben.txt	spit chorus bitches can't ignore us		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/big_kap/tunnel/locked.kap.txt	chorus eminem and dr dre 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/big_kap/tunnel/thunn.kap.txt	chorus 4x capone and noreaga		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/blackrse/r_kartel/shitison.brk.txt	opens w/ daddy rose talking over the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/bluescho/bayani/second_c.blu.txt	from the verses to the chorus you've been longing to hear		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/bonecrsh/attenshn/n_scared.bon.txt	repeat chorus w/ ad libs by ti		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/bro_ali/champ_ep/champrmx.ali.txt	i share the land with hustlers hollerin my chorus back		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/bro_ali/shadows/champion.ali.txt	i share the land with hustlers hollerin my chorus back		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/bro_ali/shadows/squality.ali.txt	weither its your chorus scratching or wack track blasting		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/hip-hop/nile_nut.kam.txt	intro/chorus - cuts by dj jay-ski		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coo_coo/disturb/ghetto_d.cal.txt	 in the background of chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coo_coo/disturb/ghetto_d.cal.txt	 in the background of chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coo_coo/disturb/ghetto_d.cal.txt	 in the background of chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coo_coo/disturb/how_does.cal.txt	 background chorus vocals - koffee brown		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coo_coo/disturb/how_does.cal.txt	 background chorus vocals - koffee brown		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coo_coo/disturb/how_does.cal.txt	 background chorus vocals - koffee brown		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coo_coo/disturb/how_does.cal.txt	 background chorus vocals - koffee brown		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/cpywrite/the_high/letmein.cop.txt	repeat chorus x's 2		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/cpywrite/the_high/seven_ly.cop.txt	my choruses are me givin my victims a chance to escape		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/cormega/realness/fallen.cor.txt	chorus with variation to last line		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/d12/theunder/artofwar.d12.txt	then frowning hard on whack chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/da_band/too_hot/stick_up.bnd.txt	chorus - freddrick + ness		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/da_wild/time_for/ya_bitch.wld.txt	chorus ya bitch you   how you gon front on me  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/danny/FOOD/ionlywan.dan.txt	i only wanna be with you now bring the chorus in		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/d_block/pressure/stylesf2.blk.txt	cause everybody singin like the court need a chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rap_comp/anticon/rainmen.ant.txt	past obliterating great life on a scale chorus boy		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/dj_dmd/33/mr_25_8.dmd.txt	[chorus dj dmd 2x}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/edan/primplus/sing_it.edn.txt	serves a chorus up from the menu		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ehaskill/ab_rhyme/where_im.edi.txt	running out of breath chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/defsquad/e_onasis/da_money.def.txt	chorus erick & ja rule		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/esau/debut_lp/boo.esa.txt	chorus of boos and heckling		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ext_famm/happyfck/evilpens.fam.txt	ill enough to get a quotable for my chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/fabolous/ghetto_f/take_you.fab.txt	repeat chorus with ad libs til fade out		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/fatal/the_line/takeyour.ftl.txt	     chorus<end of chorus echoes>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/fivefunk/slapfive/cellar.fff.txt	                    repeat chorus a bunch listen to mac		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/g_dep/child_of/one_way.dep.txt	g-dep singing the chorus in parts		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/gh_mafia/from_dec/for_good.maf.txt	chorus straight from the dec 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/gh_mafia/from_dec/for_good.maf.txt	chorus straight from the dec 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/gh_mafia/from_dec/for_good.maf.txt	chorus straight from the dec 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ghettotw/no_pain/no_pain.gtt.txt	chorus  no pain no pain no gain 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/h_razah/when_all/thisis4.raz.txt	i'm like tyson wit no losses you ain't hot wit that wack chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/hilltoph/calling/sentinel.hth.txt	ba ba ba ba ba and then the chorus went		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/hilltoph/calling/sentinel.hth.txt	and you can never leave the sentinel and the chorus went		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/hilltoph/hardroad/whatagrt.hth.txt	the rawest performance from verse to the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/immortal/rev_vol2/crossing.tch.txt	and sing the chorus in the air with your blunt and your lighter		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/insight/b_radius/hazard.ins.txt	ball my fist into a sword to cut your choruses		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/j_rawls/essence/theycant.rwl.txt	so sing the chorus with me cause that's my favorite part		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jay_dee/detroit/beejdem2.dee.txt	let me let the chorus flow then you hear the blow		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/j_dawg/smokin/murda.jdg.txt	chorus j-dawg & ice mike 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jehst/falling/chinashp.jeh.txt	i talk of torment and pen chorus after chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jehst/falling/chinashp.jeh.txt	i talk of torment and pen chorus after chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jehst/falling/chinashp.jeh.txt	i talk of torment and pen chorus after chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jibbs/feat_jib/big_kid.jib.txt	i bet you ain't got a chorus that'll go like this		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/j_live/allabove/how_real.jlv.txt	yo play the chorus of this shit they gon' learn		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/j_zone/pimpsdnt/z4prez.jzn.txt	i still hate choruses i sleep through hooks		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/j_zone/whup_ass/partviii.jzn.txt	man you be havin no choruses in your shit knahmsayin		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kan_west/college/lastcall.wst.txt	like the chorus went don't bite that chorus i might still use it so		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kan_west/graduatn/glory.wst.txt	soon as the chorus hit		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kan_west/late_reg/heardsay.wst.txt	[chorus kanye west & adam levine)		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lad/ridinlow/ridinlow.lad.txt	{chorus darvy traylor)		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/la_drkmn/heist_of/heist_of.lad.txt	chorus killa sin and la the darkman 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/bad_news.lat.txt	/chorus /people talk shit / their minds reinforce it / spittin' out words		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/balcony.lat.txt	chorus  mooo baby / we can make it happen/ make it through baby / all we		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/burning.lat.txt	up / 1st chorus lateef and the gift of gab yeah yeah yeah yeah yeah yeah		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/burning.lat.txt	better person 2nd chorus lateef the gift of gab and lyrics born more		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/muzapper.lat.txt	lyrics born 1st chorus aim for the flickering flame / day after day now		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/muzapper.lat.txt	the entrance / 2nd chorus aim for the flickering flame / day after day		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/muzapper.lat.txt	stay on point and you will see your little life change lateef chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lateef/latyrx/muzapper.lat.txt	check this let me tell ya chorus 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_o/bldmoney/victory.llo.txt	lil' o - chorus 2x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilromeo/lilromeo/girlies.rom.txt	chorus lil' romeo and  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilromeo/lilromeo/girlies.rom.txt	chorus lil' romeo and  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilromeo/lilromeo/girlies.rom.txt	chorus lil' romeo and  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilromeo/lilromeo/girlies.rom.txt	chorus lil' romeo and  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilromeo/lilromeo/lil_star.rom.txt	here come the chorus again now sang		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/ambush.trp.txt	chorus crime scene colon these cold streets you patrol on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/ambush.trp.txt	chorus crime scene colon these cold streets we patrol on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/ambush.trp.txt	chorus crime scene colon these cold streets you patrol on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/ambush.trp.txt	chorus crime scene colon these cold streets we patrol on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/ambush.trp.txt	chorus crime scene colon these cold streets we patrol on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/ambush.trp.txt	chorus crime scene colon these cold streets you patrol on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/ambush.trp.txt	chorus crime scene colon these cold streets you patrol on		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/long_arm.trp.txt	chorus  yo when the long arm of the law		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/long_arm.trp.txt	chorus  yo when the long arm of the law		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/long_arm.trp.txt	chorus  yo when the long arm of the law		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lptroop/moderndy/long_arm.trp.txt	chorus  yo when the long arm of the law		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/louislog/sinmatic/sintro.lou.txt	cause each queasy chorus will leave ya nauseous		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lunasicc/million/too_much.lun.txt	too much on it- repeat x8 then chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/maddkapp/lesszero/thewhole.kap.txt	and change voice pitch in the chorus of the song		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/maddkapp/lesszero/thewhole.kap.txt	if you can't get the picture then refer to the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/magic/skylimit/gotta.mag.txt	chorus mo b dick & 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/magno/co_plate/togetby.gno.txt	straight spitting mayn no chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mc_chris/dungeon/OMC.mcc.txt	 note the chorus lyrics on the album version differ from the demo on myspace		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mc_lars/the_grad/generic.lrs.txt	chorus where i scream cause i don't know how to sing 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mf_grimm/spherbs1/warpaint.mfg.txt	repeat the chorus then i am through		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mr_32/fam_ties/why.m32.txt	until i get a decent answer let the chorus repeat sayin		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mrlilone/sicko/ghetto.one.txt	chorus mr lil' one		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/p_troy/we_ready/declare.try.txt	chorus and i declare war		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/p_troy/we_ready/rhonda.try.txt	chorus <help me rhonda help help me rhonda 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/p_troy/we_ready/sunshine.try.txt	chorusaint no motherfuckin sunshine its only tech nines and clips and 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/p_troy/we_ready/tryin.try.txt	chorus  stop tryin' nigga <repeat 8x>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/phanatik/the_walk/psycheck.pha.txt	whoa how you just gonna come from the chorus like that		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/play_n/process/latinosa.ply.txt	chorus play-n-skillz & big gemini		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/pop_da/emperor/followme.pop.txt	chorus pop da brown hornet 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/pop_da/emperor/up_remix.pop.txt	chorus 2x down low recka & pop da brown hornet		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/promoe/longdist/dont_lie.pro.txt	but now 50 000 chariots singin' the chorus going 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/reeflost/vicious/iaint_no.rlc.txt	you fall flat like one-note chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/remedy/genuine/girl.rmd.txt	chorus to fade w/ variations		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rhymefst/b_collar/all_i_do.fst.txt	so i spit like a fool to the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/s_price/jesusprc/be_known.prc.txt	bring the chorus and i'll prove my point p		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/baby/birdman/getitall.brd.txt	with birdman singin' on the chorus nigga		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/baby/fstmoney/getitall.brd.txt	with birdman singin' on the chorus nigga		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/children/collect/the_corn.coc.txt	off the main attraction on the mighty ass chorus		
