URL	LINE	DELETE OR NOT	
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rebelins/resident/animal.dck.txt	hear the voices of my chorus shouting out our rights		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jt_money/pimpin/pimpin.jtm.txt	chorus somethin' about pimpin'		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ja_rule/venni/holla.jah.txt	chorus repeat til' end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jigga/lifetime/the_city.jyz.txt	chorus w/ variations to end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jigga/vol2hard/money_a.jyz.txt	chorus jermaine dupri and jay-z		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jigga/volume_3/anything.jyz.txt	come on bring the chorus in		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/j_dupri/life1472/money.dup.txt	chorus jermaine dupri and jay-z		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/jeru/heroz4/anotha_v.jru.txt	chorus 2x jeru the damaja		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/krs_one/krs_one/thetruth.krs.txt	but yo g check out the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kaneabel/keeper/gh_day.kne.txt	chorus just another ghetto day		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kaneabel/keeper/my_hood.kne.txt	chorus from my hood to yo hood slangin slangin		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/murray_k/enigma/ground.kth.txt	chorus keith murray 50 grand 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/murray_k/thing/highhell.kth.txt	chorus repeat lines 11-14 2x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kid_rock/devil_wo/welcome2.kid.txt	chorusit ain't nothing but a party hey		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kid_rock/devil_wo/welcome2.kid.txt	chorusit ain't nothing but a party here		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/killarmy/silent/5_stars.kll.txt	<9th prince-chorus x 2>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/killarmy/silent/5_stars.kll.txt	<9th prince-chorus x 2>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/killarmy/silent/5_stars.kll.txt	<9th prince-chorus x 2>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/knight/mares/i_wanna.owl.txt	[chorus 2 knightowl'slush the villain		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/koolgrap/4_5_6/money_on.kgr.txt	chorus grimm g rap b1 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/koolgrap/roots_of/theshine.kgr.txt	chorus missjones and g rap		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/koolgrap/roots_of/theshine.kgr.txt	chorus w/ variations to end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/k_keith/elvis/clifton.koo.txt	chorus motion man + kool keith 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/k_keith/elvis/static.koo.txt	chorus kool keith sadat x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/k_keith/sexstyle/crush.koo.txt	chorus kool keith + girl 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/k_keith/sexstyle/regular.koo.txt	chorus sung by kool keith 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/k_keith/spank/haters.kth.txt	stop the chorus back to your bentley		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kurupt/kurupt/i_wanna.rpt.txt	chorus to end with variations		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/kwest/thisismy/disk_and.kws.txt	aight end the track bring back in the chorus chat		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/llcoolj/goat/llcoolj.clj.txt	chorus ll cool j and kandice love		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/llcoolj/goat/llcoolj.clj.txt	chorus ll cool j and kandice love		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/llcoolj/goat/llcoolj.clj.txt	chorus ll cool j and kandice love		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/llcoolj/goat/llcoolj.clj.txt	chorus ll cool j and kandice love		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/llcoolj/goat/queensis.clj.txt	do the knowledge to the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/llcoolj/panther/jingling.clj.txt	chorus ll cool j and girl 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/llcoolj/phenom/father.clj.txt	chorus ll cool j and singers		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/the_lox/streets/bring_it.lox.txt	yo swizz help me out sing this chorus for us		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lauryn/tmolh/tell_him.fge.txt	chorus w/ adlibs til fade		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lons/time/syntax.lns.txt	2nd chorus repeated three times 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_jon/cr_juice/wht_meat.jon.txt	[chorus û 8ball mjg lil jon & the esboys 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/hardcore/dreams.kim.txt	chorus  dreams dreams dreams of fucking an r & b dick (dreams of		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/hardcore/no_time.kim.txt	chorus subst 'got' for 'heyyy' minus big samples		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/hardcore/no_time.kim.txt	chorus to end broken down by four line groups		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/hardcore/tonight.kim.txt	chorus i don't want dick tonight eat my pussy right		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/KIM/custmade.kim.txt	chorus lil' kim  2x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/KIM/do_what.kim.txt	chorus all  <lil' cease>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/KIM/dontmess.kim.txt	chorus interpolation of pat benatar's heartbreaker		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/KIM/dontmess.kim.txt	chorus interpolation of pat benatar's heartbreaker		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/KIM/dontmess.kim.txt	chorus interpolation of pat benatar's heartbreaker		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lil_kim/KIM/revolut.kim.txt	chorus 3x w/ ad libs 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/carter/only_way.wyn.txt	man i'm a get it like the man on the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/carter_3/zoo.wyn.txt	chorus lil wayne & mack maine		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/lights/act_ass.wyn.txt	chorus lil wayne & bg		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/lights/act_ass.wyn.txt	chorus lil wayne & bg		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/lights/act_ass.wyn.txt	chorus lil wayne & bg 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/lights/jmpjiggy.wyn.txt	fuck a hoe watch she come back like a chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/thablock/loudpipe.wyn.txt	chorus & talking til fade		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/lilwayne/thablock/thablock.wyn.txt	chorus bg and juvenile lil' wayne		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/r_and_b/you.prl.txt	chorus until fade with ad-libs		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ludacris/redlight/hopeless.crs.txt	by using whats in this chorus to get through this song		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mop/firstfam/4blaze.mop.txt	chorus - teflon and lil' fame  2x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mop/firstfam/nysalute.mop.txt	chorus lil' fame and billy danze		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mop/firstfam/swinga98.mop.txt	chorus 2x lil fame and billy danze		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mop/handle/wayworld.mop.txt	lil' fame over chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mop/warriorz/b_niggaz.mop.txt	[chorus 2x lil' fame 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mc_lyte/seven/better.mcl.txt	ad lib and repeat chorus 2x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mf_doom/vaudevil/the_drop.mfd.txt	you ain't know he sell hooks and choruses		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mjg/no_more/mreglory.mjg.txt	chorus till song go off		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mack_10/based_on/based_on.m10.txt	chorus <story sung in background throughout>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mack_10/mack_10/foe_life.m10.txt	chorus with ad libs 'til end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/misc/r_and_b/mary_rmx.mjb.txt	chorus gimme all your love and don't stop		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/master_p/only_god/nobody.mrp.txt	chorus master p + magic 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/master_p/bout_mov/ticket.mrp.txt	chorus tryin to get a meal ticket 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/master_p/ghetto_d/make_say.mrp.txt	chorus master p and no limit		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/master_p/ghetto_d/thangs.mrp.txt	chorus [master p}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/master_p/ghetto_d/thangs.mrp.txt	chorus [master p}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/master_p/ghetto_d/thangs.mrp.txt	chorus [master p}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/master_p/icecream/around.mrp.txt	fuck all thatcuzkick the fuckin chorus line		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/method/tical/stimulat.mth.txt	<intro chorus blue raspberry>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/method/tical/stimulat.mth.txt	<chorus blue raspberry>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/method/tical/stimulat.mth.txt	<chorus blue raspberry>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/method/tical/stimulat.mth.txt	<outro chrous method man overlaps blue raspberry's chorus>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mia_x/unlady/4evertru.mia.txt	chorus  i be's a tru nigga till i'm dead 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/missy/supadupa/izzyizzy.mss.txt	<chorus till end>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mos_def/ecstatic/history.mos.txt	we get it poppin' like a hit chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mos_def/magic/sun_moon.mos.txt	the drum the chorus phenomenal beat		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mrservon/da_next/myhomies.mrs.txt	chorus pays through out the outro		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mrservon/life_ins/head_n.mrs.txt	you all know this shit don't stop so let the chorus drop		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mrservon/life_ins/my_best.mrs.txt	chorus [master p}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mrservon/life_ins/my_best.mrs.txt	chorus [master p}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mrservon/life_ins/my_best.mrs.txt	chorus [master p}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mrservon/life_ins/my_best.mrs.txt	chorus [master p}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystik_j/wrldundr/voices.myj.txt	psc the best friend of chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/unpred/dick_on.mys.txt	im havin sexual intercourse with the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/unpred/dick_on.mys.txt	<chorus x4 then in backround till fade>		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/ready/family.mys.txt	chorus mystikal & female singer		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/ready/family.mys.txt	chorus mystikal & female singer		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/ready/family.mys.txt	chorus mystikal & female singer		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/unpred/handle.mys.txt	<chorus till fade> 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/ready/jump.mys.txt	chorus 2x uh oh here i come here i gouh oh jump round jump		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/mystikal/ready/u_would.mys.txt	chorus & talking til fade		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/hip_hop/m_overbs.nas.txt	coroner choruses sung from the bridge to astoria		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/illmatic/bitch.nas.txt			--> chorus #1 echoes at the end
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/illmatic/onetime4.nas.txt	chorus nas and large professor		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/i_am_mp3/wanna.nas.txt	chorus - okay you wanna play rough 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/i_am_nas/is_like.nas.txt	chorus scratching by dj premier 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/i_am_nas/wont_see.nas.txt	chorus one aaliyah +  + 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/i_am_nas/wont_see.nas.txt	chorus three aaliyah +  + 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/written/message.nas.txt	chorus samples from new york state of mind 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/written/message.nas.txt	chorus first from new york state of mind then halftime 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/written/watchdem.nas.txt	chorus nas and foxy brown 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/written/watchdem.nas.txt	chorus nas and foxy brown		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nas/written/watchdem.nas.txt	chorus nas and foxy brown		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nbnature/nat_fury/radio.nbn.txt	chorus rustic overtones and treach		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nbnature/nat_fury/radio.nbn.txt	chorus rustic overtones and treach		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nbnature/nat_fury/radio.nbn.txt	chorus rustic overtones and treach 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nbnature/nat_fury/we_could.nbn.txt	chorus big pun + backup singer 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ncsmooth/four/mad_love.nsm.txt	 w/ minor variations and new ad libs over chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/nine/9_livez/like_dis.9ne.txt	chorus nine and 'froggy frog' 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/noreaga/y_la_fam/masremix.nor.txt	repeat chorus 1 & 2		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/oc/bon_app/backcali.oce.txt	this be some fly shit y'all so sing the chorus with me		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/oc/jewelz/mug.oce.txt	chorus oc & freddie foxxx		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/onyx/shutdown/conspire.onx.txt	verse four/modified chorus fredro starr		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/onyx/shutdown/robnvic.onx.txt	chorus cont with - don't let money change you - before fade		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/outkast/aquemini/rosapark.otk.txt	but us gone bust you in the mouth with the chorus now		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/outkast/idlewild/greatest.otk.txt	please give it up for the amazing chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/outsidaz/bricks/moneyrmx.out.txt	chorus x2 with some variations		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/outsidaz/nghtlife/money.out.txt	chorus x2 with some variations		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/p_monch/desire/free.mon.txt	choruses of cocaine tales and black heat		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/p_monch/internal/rape.mon.txt	cum on the chorus tell the hook to swallow my babies		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/prt/pure_pov/hot_damn.prt.txt	chorus repeat two lines 3x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/prt/pure_pov/hot_damn.prt.txt	chorus repeat two lines 4x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/prodigy/hnic/keep_it.mbd.txt	heavy airplay all day wit no chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/pb_enemy/nation/noise.pbe.txt	chorus turn it up bring the noise		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/pb_enemy/nation/noise.pbe.txt	chorus turn it up bring the noise		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/puff_dad/nowayout/been_atw.dad.txt	chorus sung by notorious big		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/puff_dad/nowayout/been_atw.dad.txt	chorus w/ puff talking while big sings		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rbx/rbxfiles/awol.rbx.txt	chorus + 2 extra drop bombs		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rza/thesting/digielec.rza.txt	sable taurus spit a verse no chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/raekwon/built_4/rainy.rkw.txt	chorus blue raspberry raekwon the chef		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rahzel/mkemusic/n_riders.rts.txt	chorus rahzel and slick rick		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rakim/18letter/awhile.rkm.txt		chorus w/ variations to end	
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/rapp4tay/feelin/bckagain.4ty.txt	chorus now i'm off a that dank and gin 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ras_kass/sl_onice/if_then.rsk.txt	motherfuckers won't even make it to the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/sadat_x/cowboys/sober.sdx.txt	chorus sadat x and 2		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/scarface/ballsand/dirtymon.scf.txt	[chorus tanya herron}		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/shyheim/lost/dear_god.shy.txt	chorus pop da brown hornet		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/shyne/godfatha/the_gang.shy.txt	we keep this shit gangsta nigga from verse to chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/silkk/chargeit/straight.slk.txt	[chorus - destiny's child} + 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/silkk/shocker/loaders.slk.txt	chorus niggaz just don't know that i'm taxin all these hoes		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/silkk/shocker/murder.slk.txt	chorus  murder murder murder murder		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/snoopdog/dead_man/h_doctor.snp.txt	hook 2x snoop w/ chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/snoopdog/dead_man/h_doctor.snp.txt	hook swoop g w/ chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/snoopdog/dead_man/h_doctor.snp.txt	hook 2x snoop w/ chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/snoopdog/dead_man/hitrocks.snp.txt	 hook 2x w chorus]		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/snoopdog/gamesold/see_ya.snp.txt	chorus c-murder and snoop dogg		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/snoopdog/gamesold/showlove.snp.txt	snoop with background chorus -2x-		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/souljah/streets/ya_heard.slj.txt	no what i'm saying no chorus (spit game like that		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/scentral/n_gatz/couldnt.scc.txt	chorus u couldn't deal wit dis    x3		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/scentral/n_gatz/couldnt.scc.txt	chorus u couldn't deal wit dis   x3		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/sparkmex/time_is/dont_let.spm.txt	chorus baby bash & grimm		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/spec_ed/revalatn/lyrics.spc.txt	chorus 2x lyrics somebody want lyrics  		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/spec_ed/revalatn/nev_back.spc.txt	(chorus i neva go back i neva flowed wack		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/spooks/siososv1/things.sps.txt	chorus one + chorus two		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/sunofman/the_last/grandz.sun.txt	chorus sunz of man  2x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/smembers/monsters/long_way.mem.txt	so gorgeous like the voice of the woman gracing the chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tlc/3d/hands_rm.tlc.txt	chorus x3 û then end		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/reflect/train_of/g_after.ref.txt	chorus t kweli and kool g rap		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/reflect/train_of/g_after.ref.txt	chorus t kweli and kool g rap		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/tech9ne/anghell/gcomplex.9ne.txt	first learn how to do choruses then try to get people to trust you		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/t_squad/squad_lp/bring_it.ter.txt	    chorus i ain't know you really want it		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/dggpound/doggfood/house.dpg.txt	chorus daz michel'le nate dogg		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/eastside/duces/dontknow.est.txt	wait see snoop with home girl on the chorus say		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/beatnuts/beatnuts/youready.btn.txt	<are you ready      y'all ready for him> chorus 4x		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/beatnuts/massacre/watchout.btn.txt	chorus -> beatnuts last line whatcha gon' do when beatnuts come through baby		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/beatnuts/stone/believe.btn.txt	noddin your head  or singin my chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/comrads/comrads/homeboyz.cmr.txt	chorus  you can take the boy out the hood 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/comrads/comrads/homeboyz.cmr.txt	chorus  you can take the boy out the hood 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/comrads/comrads/homeboyz.cmr.txt	chorus  you can take the boy out the hood 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/comrads/comrads/homeboyz.cmr.txt	chorus  you can take the boy out the hood 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/coup_the/genjuice/snt_rita.cou.txt	nah man i didnt want the chorus right here		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/high_and/hmefield/hands_on.hnm.txt	 + first four lines overlap chorus		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/high_and/hmefield/starbuck.hnm.txt	chorus woman and mr eon		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/luniz/lunitik/jes_mee.lnz.txt	rafael saadiq freak that beat chorus and drumset		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/murderer/irvgotti/we_diff.mur.txt	chorus ja tah and black child		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/brnagain/wrongrmx.big.txt	chorus 2x + i don't care what nobody say sample 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/brnagain/wrongrmx.big.txt	chorus 2x + i don't care what nobody say sample 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/brnagain/wrongrmx.big.txt	chorus 2x + i don't care what nobody say sample 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/brnagain/bigbooty.big.txt	chorus too $hort biggie 		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/brnagain/biggie.big.txt	chorus lil' cease & notorious big		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/brnagain/witcha.big.txt	chorus two biggie smalls and lil' cease		
http://lyrics.chicagobooth.edu/FinalData.OctNewKeepAndAnonymous/ntr_big/brnagain/witcha.big.txt	chorus three biggie smalls and lil' cease		
